---,Name,Description,Image,Audio
120,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""120_Name"", ""120. A Free Entering"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""120_Description"", ""Prepare yourself for engagement in this way: advance with your left foot and raise your right arm high against the opponent. |Meanwhile, leap with your right foot in front of their left foot and cross your right arm over their left elbow while seizing their chest from the front with your left hand. |If they hold you in this way, stand with your left foot forward in front of them, seize their right shoulder or armpit with your right hand, and leap with your right foot in front of their left. |Seize their right elbow from below with your left hand, push strongly upward, and then throw them down"")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_120.400px-Mair_grappling_120'","None"
121,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""121_Name"", ""121. A Throw From The Bar Guard"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""121_Description"", ""Compose yourself for this encounter in this way: advance with your left foot inside their right foot and seize their body with both hands. |Pull strongly towards you. |If they hold you firmly in this way, place your right foot behind their left foot, seize their right arm from above with your right arm, and their right elbow with your left hand. |Pull strongly towards you, and in this way, throw them over your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_121.400px-Mair_grappling_121'","None"
122,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""122_Name"", ""122. A Turned Around Throw/A Throw From The Roundturner"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""122_Description"", ""Prepare yourself for this encounter in this way: if the opponent stands with their back towards you, placing one foot forward and standing upright against you, seizing your chest with their left hand and lowering themselves into weakness, quickly leap with your right foot inside their left foot and insert your left hand into their left hand. |Pull them strongly towards you and seize their left elbow from behind with your right hand. |In this way, break their left arm and throw them down over your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_122.400px-Mair_grappling_122'","None"
123,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""123_Name"", ""123. A Grip With A Roundturner"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""123_Description"", ""Compose yourself for this engagement in this way: leap with your left foot inside their left foot, and quickly seize the bend of their left knee with your left hand, lifting it upward. |If they hold you in this way, then place your left arm under their left arm, seize their right arm, and pull strongly towards you. |Then, guide your right hand around their neck, freeing yourself from being thrown and slipping away."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_123.400px-Mair_grappling_123'","None"
124,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""124_Name"", ""124. A Throw From The Scales"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""124_Description"", ""Prepare yourself for this encounter in this way: advance with your right foot inside their right foot, seize their neck from behind on the left side with your right arm, and place your hand behind their elbow, suppressing them downward with your full arm. |If they hold you captive in this way, advance with your right foot and suppress yourself downward. |Then, quickly guide their right knee bend downward with your right hand, pull them strongly upward, and with your left hand, strike their right arm. |Push them backward, and both of you may fall together."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_124.400px-Mair_grappling_124'","None"
125,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""125_Name"", ""125. A Swift Grab from Plunging of the Opponent"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""125_Description"", ""Adapt yourself to this posture in this way: stand firmly with your feet together and rush towards the opponent with your whole body, wrapping both of your arms around their neck from both sides, pressing them downward. |If the opponent lifts you in this way suddenly and swiftly, then seize them around their neck with your right hand and leap with your right foot against the opponent. |If they leap against you in this way, advance backward and pull them head-first downward."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_125.400px-Mair_grappling_125'","None"
126,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""126_Name"", ""126. An Embrace"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""126_Description"", ""Prepare yourself for this type of engagement in this way: advance with your right foot inside their left foot, seize their left shoulder from below with your right hand, and their right shoulder with your left hand. |Pull the opponent strongly towards you. |If they hold you in this way, leap with your right foot in front of their left foot, seize their right knee bend with your left hand, and guide your right arm around their neck. |If they seize you in this way, then remove your right hand from their shoulder and place it below their knee, and in this way, you can throw them down."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_126.400px-Mair_grappling_126'","None"
127,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""127_Name"", ""127. A Grip On Both Weak-points"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""127_Description"", ""Adapt yourself to this in the following way: place your left foot forward and quickly seize their groin from below and their neck from above. |If they hold you in this way, step forward with your right foot and press both of your hands below their right shoulder, firmly connecting them together. |Pull them strongly upward and leap backward simultaneously; in this way, you will free yourself from both weaknesses."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_127.400px-Mair_grappling_127'","None"
128,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""128_Name"", ""128. A Throw With A Turning, Or A Turned Throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""128_Description"", ""Compose yourself for this method of engagement in this way: if the opponent attempts to seize you, quickly turn your back towards their chest and seize their head from behind with both of your hands. |Pull them strongly towards you while pushing them downward away from you. |If they hold you from behind in this way, seize their middle weakness with both of your arms and step backward with your left foot behind their right foot, inclining your head downward and bending them under you."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_128.400px-Mair_grappling_128'","None"
129,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""129_Name"", ""129. A Turning With An Armbreak"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""129_Description"", ""Prepare yourself for this encounter in this way: place your left foot behind their right foot and guide your left hand in front of them to their neck. |Pull them strongly towards you with all your strength, and in this way, you can throw them down. |If they hold you in this way, place your right hand on their left elbow, push them away from you, leap with your left foot in front of their right foot, and guide your left hand under their neck. |In this way, you can throw them down."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_129.400px-Mair_grappling_129'","None"
130,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""130_Name"", ""130. A Free Wrestling Hold"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""130_Description"", ""Prepare yourself for this encounter in this way: place your left foot forward and cross your left arm over your right arm, closing your hand and turning your thumb inward. |Quickly advance with your right foot in front of their left foot, lower yourself into the balance posture, seize their left knee bend with your right hand, and their right arm with your left hand. |Pull their upper body towards you while pushing them away from above, and in this way, you can throw them down. |If they strike you from above and below in this way, lower yourself firmly into the balance posture, and in this way, you can counter their strikes from above and below."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_130.400px-Mair_grappling_130'","None"
